racenum,pos,hnum,finalOdds,temp,cond,finish_time,date,hname,jockey,trainer
8,9,6,14.7,6,Fast,118.2,2017-04-21,Amia,Chaya,Wesson
9,1,7,0.95,6,Fast,117.4,2017-04-21,Junior,Harlan,Trevor
9,2,5,2,6,Fast,118.1,2017-04-21,Annalee,Maritza,Dwayne
9,3,8,6.35,6,Fast,118.1,2017-04-21,Susanna,Jamie,Kieran
9,4,6,10.7,6,Fast,118.3,2017-04-21,Saige,Maverick,Florence
9,5,2,6,6,Fast,118.4,2017-04-21,Vicente,Doris,Abby
9,6,3,23.1,6,Fast,119.3,2017-04-21,Agnes,Abigail,Garrett
9,8,1,23.95,6,Fast,118.3,2017-04-21,Lylah,Colton,Judah
10,1,2,1.65,6,Fast,114.2,2017-04-21,Christina,Harlan,Trevor
10,2,1,7.8,6,Fast,115.1,2017-04-21,Dakota,Jensen,Omar
10,3,6,3.95,6,Fast,115.3,2017-04-21,Fernando,Amira,Ryder
10,4,9,26.15,6,Fast,115.3,2017-04-21,Harmony,Jamie,Matias
10,5,4,4.9,6,Fast,116,2017-04-21,Albert,Doris,Abby
10,6,8,42.1,6,Fast,116.2,2017-04-21,Westin,Simone,Cecilia
10,7,5,14,6,Fast,116.4,2017-04-21,Valerie,Chaya,Garrett
10,8,3,2.05,6,Fast,116.4,2017-04-21,Kenia,Maritza,Rosamund
10,9,7,42.45,6,Fast,118.1,2017-04-21,Tania,Zayden,Matteo
11,1,7,0.8,6,Fast,115.4,2017-04-21,Giselle,Abigail,Alissa
11,2,3,5.2,6,Fast,115.4,2017-04-21,Hadley,Maritza,Charity
11,3,5,5.5,6,Fast,116.2,2017-04-21,Cristina,Doris,Abby
11,4,1,13.9,6,Fast,116.2,2017-04-21,Maverick,Ford,Penelope
11,5,6,11,6,Fast,116.4,2017-04-21,Jakob,Jensen,Omar
11,6,2,40.9,6,Fast,117.1,2017-04-21,Jermaine,Bartholomew,Eduardo
11,7,8,2.6,6,Fast,117.1,2017-04-21,Arely,Harlan,Charity
12,1,7,3.75,6,Fast,120,2017-04-21,Lucca,Harlan,Itzayana
12,2,1,1.5,6,Fast,120,2017-04-21,Jadon,Chaya,Easton
12,3,9,31.4,6,Fast,120.2,2017-04-21,Gerald,Zayden,Jude
12,4,4,11.9,6,Fast,120.2,2017-04-21,Martha,Dayton,Marco
12,5,5,2.55,6,Fast,120.3,2017-04-21,Whitley,Doris,Yaretzi
12,6,8,19.25,6,Fast,121,2017-04-21,Bradley,Emmalynn,Desiree
12,7,6,27.2,6,Fast,121,2017-04-21,Daniel,Ford,Penelope
12,8,3,35.05,6,Fast,121.1,2017-04-21,Melanie,Maritza,Humphrey
12,9,2,3.75,6,Fast,123.2,2017-04-21,Brock,Jamie,Nalani
13,1,5,1.2,6,Fast,116.4,2017-04-21,Holden,Hadassah,Odin
13,2,6,6,6,Fast,117.1,2017-04-21,Nova,Bartholomew,Carlos
13,3,3,5.65,6,Fast,117.2,2017-04-21,Wallace,Zayden,Humphrey
13,4,8,1.5,6,Fast,117.4,2017-04-21,Lyric,Anya,Novalee
13,5,4,20.9,6,Fast,117.4,2017-04-21,Adriana,Amira,Hazel
13,6,1,19.95,6,Fast,119.3,2017-04-21,Liana,Marion,Camila
13,7,9,11.35,6,Fast,123.4,2017-04-21,Journey,Maritza,Dwayne
1,1,6,4.25,1,Good,121,2017-04-24,Emersyn,Chaya,Davina
1,2,4,12.1,1,Good,122.3,2017-04-24,Alec,Marion,Savannah
1,3,1,12.05,1,Good,123.1,2017-04-24,Karina,Harlan,Brenda
1,4,2,14.9,1,Good,123.4,2017-04-24,Maddison,Doris,Tatiana
1,5,5,0.1,1,Good,124.1,2017-04-24,Amina,Finnegan,Raegan
1,6,3,82.6,1,Good,126,2017-04-24,Beatrice,Beau,Kayden
2,1,6,0.15,1,Good,120.2,2017-04-24,Hayden,Harlan,Emmanuel
2,2,5,4.15,1,Good,120.2,2017-04-24,Mohammad,Marion,Savannah
2,3,7,6.25,1,Good,120.3,2017-04-24,Lily,Jamie,Crystal
2,4,1,14.65,1,Good,121.2,2017-04-24,Kylo,Lydia,Draven
2,5,4,19.3,1,Good,121.2,2017-04-24,Arabella,Zayden,Carmelo
3,1,8,17.35,1,Good,124.3,2017-04-24,Marco,Chaya,Kieran
3,2,4,2.4,1,Good,124.4,2017-04-24,Kaylani,Emilie,Cecilia
3,3,5,10.8,1,Good,125.2,2017-04-24,Haisley,Zayden,Anastasia
3,4,6,30.55,1,Good,126,2017-04-24,Autumn,Maverick,Nash
3,5,2,2.95,1,Good,130,2017-04-24,Johan,Jamie,Camron
3,7,3,2.25,1,Good,126.3,2017-04-24,Evan,Briella,Hadlee
4,1,1,1.2,1,Good,71.2,2017-04-24,Major,Harlan,Lucy
4,2,2,4.3,1,Good,71.4,2017-04-24,Kole,Maritza,Denise
4,3,3,68.8,1,Good,72.1,2017-04-24,Musa,Bodie,Nalani
4,4,5,10.2,1,Good,72.2,2017-04-24,Nicholas,Doris,Yaretzi
4,5,4,6.7,1,Good,72.3,2017-04-24,Watson,Zayden,Matteo
4,6,6,2.15,1,Good,73.1,2017-04-24,Paloma,Emilie,Matias
4,7,7,6.5,1,Good,77.3,2017-04-24,Lyric,Jamie,Novalee
5,1,6,2.25,1,Good,121,2017-04-24,Violeta,Abigail,Florence
5,2,7,0.55,1,Good,121,2017-04-24,Saint,Finnegan,Soren
5,3,1,4.4,1,Good,121.3,2017-04-24,Frank,Zayden,Kieran
5,4,8,27.15,1,Good,122.1,2017-04-24,Valeria,Maverick,Kaiser
5,6,5,4.9,1,Good,123,2017-04-24,Randall,Colson,Clayton
5,7,4,26.25,1,Good,123,2017-04-24,Ansley,Aspen,Sophie
6,1,3,1.7,1,Good,117.3,2017-04-24,Kinley,Emilie,Trevor
6,2,2,1.85,1,Good,118.3,2017-04-24,Humphrey,Maritza,Yareli
6,3,7,15.75,1,Good,118.3,2017-04-24,Tiffany,Bartholomew,Kaiser
6,4,6,2.95,1,Good,119.1,2017-04-24,Shepherd,Chaya,Davina
6,5,1,3.5,1,Good,119.1,2017-04-24,Cindy,Jamie,Averie
6,6,5,13.55,1,Good,120,2017-04-24,Emmett,Lydia,Yaretzi
7,1,4,11.65,1,Good,123.1,2017-04-24,Javion,Abigail,Rosamund
7,2,7,2.05,1,Good,123.1,2017-04-24,Jazlynn,Harlan,Winter
7,3,3,9,1,Good,123.2,2017-04-24,Ellison,Chaya,Kieran
7,4,2,48.4,1,Good,124,2017-04-24,Elliana,Bartholomew,Dallas
7,5,5,7.35,1,Good,124,2017-04-24,Corbin,Marion,Kamdyn
7,6,6,0.95,1,Good,124.1,2017-04-24,Skylar,Maritza,Rosamund
7,7,1,34.9,1,Good,124.1,2017-04-24,Ariella,Maverick,Adley
8,1,7,2.6,1,Good,120.1,2017-04-24,Keyla,Maritza,Wesley
8,2,2,1.5,1,Good,120.3,2017-04-24,Christopher,Abigail,Florence
8,3,1,2.5,1,Good,121.1,2017-04-24,Toby,Harlan,Averie
8,4,4,33.75,1,Good,121.1,2017-04-24,Alexis,Chaya,Carlos
8,5,3,5.9,1,Good,121.2,2017-04-24,Bennett,Jamie,Ari
8,6,5,13.6,1,Good,121.2,2017-04-24,Armani,Bartholomew,Eduardo
9,1,6,1.7,1,Good,118.2,2017-04-24,Enzo,Emilie,Rachel
9,2,4,2.1,1,Good,118.2,2017-04-24,Anson,Jamie,Kieran
9,3,7,3.4,1,Good,118.2,2017-04-24,Otto,Harlan,Florence
9,4,3,7.3,1,Good,119,2017-04-24,Zachary,Maritza,Rosamund
9,5,5,12.65,1,Good,120,2017-04-24,Wallace,Zayden,Humphrey
9,6,8,5,1,Good,120.1,2017-04-24,Allan,Chaya,Trevor
9,7,1,22.55,1,Good,120.4,2017-04-24,Hadlee,Doris,Grady
1,1,2,0.9,2,Fast,118.1,2017-04-28,Sky,Legend,Charity
1,2,6,7.8,2,Fast,118.3,2017-04-28,Micheal,Joziah,Drake
1,3,1,1.85,2,Fast,119,2017-04-28,Amaya,Chaya,Davina
1,4,7,3.85,2,Fast,119.2,2017-04-28,Bartholomew,Emilie,Rosamund
1,5,3,42.5,2,Fast,119.3,2017-04-28,Jaxtyn,Bartholomew,Dallas
1,6,4,13.35,2,Fast,120.1,2017-04-28,Luciana,Anya,Luciana
1,7,5,84.6,2,Fast,123.1,2017-04-28,Eliana,Doris,Abby
2,1,1,3.95,2,Fast,118.2,2017-04-28,Aitana,Colton,Tatiana
2,2,7,0.85,2,Fast,118.2,2017-04-28,Sylas,Harlan,Marshall
2,3,5,1.75,2,Fast,118.3,2017-04-28,Alani,Maritza,Taryn
2,4,3,14.8,2,Fast,119,2017-04-28,Bradley,Emmalynn,Desiree
2,5,9,21.6,2,Fast,120,2017-04-28,Malaya,Kamiyah,Anson
2,6,6,12.25,2,Fast,120,2017-04-28,Samir,Hadassah,Odin
2,7,2,48.6,2,Fast,120.1,2017-04-28,Melanie,Emilie,Humphrey
2,8,8,47.5,2,Fast,120.3,2017-04-28,Whitley,Doris,Yaretzi
3,1,3,0.9,2,Fast,115.3,2017-04-28,Ryland,Emilie,Harmony
3,2,6,1.65,2,Fast,115.4,2017-04-28,Flynn,Harlan,Winter
3,3,5,9.7,2,Fast,116.1,2017-04-28,Brynleigh,Lilian,Vincenzo
3,4,1,18.2,2,Fast,116.3,2017-04-28,Rhett,Maritza,Avianna
3,5,2,5.85,2,Fast,116.4,2017-04-28,Carter,Doris,Abby
3,6,4,47.45,2,Fast,116.4,2017-04-28,Lana,Chaya,Yaretzi
3,7,8,9.75,2,Fast,117.1,2017-04-28,Lilian,Melanie,Justin
3,8,7,12.1,2,Fast,118.3,2017-04-28,Thomas,Simone,Soren
4,1,6,0.35,2,Fast,117.1,2017-04-28,Junior,Emilie,Trevor
4,2,4,5.3,2,Fast,117.2,2017-04-28,Saige,Maverick,Florence
4,3,7,5.7,2,Fast,117.3,2017-04-28,Amira,Harlan,Emmanuel
4,4,3,11.25,2,Fast,118,2017-04-28,Spencer,Zayden,Anastasia
4,5,8,9.15,2,Fast,118.1,2017-04-28,Susanna,Jamie,Kieran
4,6,1,15.7,2,Fast,118.3,2017-04-28,Lylah,Colton,Judah
4,7,5,74.6,2,Fast,121.3,2017-04-28,Davis,Marion,Wayne
5,1,3,3.9,2,Fast,115.2,2017-04-28,Cristina,Doris,Abby
5,2,7,4.95,2,Fast,115.2,2017-04-28,Giselle,Abigail,Alissa
5,3,1,17.2,2,Fast,115.3,2017-04-28,Blaze,Jamie,Nalani
5,4,5,15.3,2,Fast,115.3,2017-04-28,Pamela,Zayden,Anastasia
5,5,6,3.95,2,Fast,116,2017-04-28,Jakob,Jensen,Omar
5,6,4,3.5,2,Fast,116.1,2017-04-28,Zayd,Harlan,Emmanuel
5,7,9,50.6,2,Fast,116.3,2017-04-28,Jermaine,Chaya,Eduardo
5,8,2,2.25,2,Fast,116.3,2017-04-28,Arely,Maritza,Charity
5,9,8,11.25,2,Fast,117,2017-04-28,Avianna,Emilie,Winter
6,1,4,2.85,2,Fast,117.3,2017-04-28,Nova,Bartholomew,Carlos
6,2,2,21.4,2,Fast,117.3,2017-04-28,Lyra,Maritza,Brenna
6,3,3,3.85,2,Fast,117.3,2017-04-28,Lyric,Jamie,Novalee
6,4,5,1.3,2,Fast,117.4,2017-04-28,Jamarion,Emilie,Trevor
6,5,6,10.5,2,Fast,118.3,2017-04-28,Winter,Chaya,Easton
6,6,1,4.8,2,Fast,118.4,2017-04-28,Liv,Harlan,Bailee
6,7,7,11.6,2,Fast,119.3,2017-04-28,Adriana,Abigail,Braydon
6,8,8,22.45,2,Fast,120.3,2017-04-28,Jabari,Zayden,Liam
7,1,4,1.95,2,Fast,114.3,2017-04-28,Kenna,Maritza,Winter
7,2,8,6,2,Fast,114.3,2017-04-28,Christina,Emilie,Trevor
7,3,2,4.65,2,Fast,115,2017-04-28,Marlon,Doris,Abby
7,4,3,4.95,2,Fast,115.1,2017-04-28,Maggie,Amira,Avianna
7,5,1,10.6,2,Fast,115.2,2017-04-28,Cecelia,Abigail,Braydon
7,6,9,28.6,2,Fast,115.4,2017-04-28,Aspen,Zayden,Alani
7,7,7,3.95,2,Fast,116.3,2017-04-28,Henley,Harlan,Imran
7,8,5,28.7,2,Fast,116.3,2017-04-28,Theresa,Chaya,Reuben
7,9,6,4.65,2,Fast,116.4,2017-04-28,Greta,Jamie,Wesley
8,1,4,2.05,2,Fast,118.3,2017-04-28,Quinton,Harlan,Emmanuel
8,2,3,4.25,2,Fast,118.4,2017-04-28,Vicente,Doris,Abby
8,3,5,1.65,2,Fast,119,2017-04-28,Selah,Emilie,Trevor
8,4,2,10.9,2,Fast,119,2017-04-28,Quinn,Marion,Kamdyn
8,5,8,30.35,2,Fast,119,2017-04-28,Roy,Abigail,Braydon
8,6,1,14.4,2,Fast,119.1,2017-04-28,Troy,Briella,Hadlee
8,7,7,23.7,2,Fast,119.2,2017-04-28,Aislinn,Jamie,Dallas
8,8,9,38.35,2,Fast,119.4,2017-04-28,Finnegan,Maritza,Rosamund
8,9,6,4.55,2,Fast,123,2017-04-28,Ashton,Zayden,Kalel
9,1,2,1.1,2,Fast,117.1,2017-04-28,Kalani,Harlan,Winter
9,2,8,2.65,2,Fast,117.3,2017-04-28,Kyng,Maritza,Kieran
9,3,1,9.3,2,Fast,117.3,2017-04-28,Anderson,Maverick,Nash
9,4,5,6.75,2,Fast,117.4,2017-04-28,Alisha,Doris,Abby
9,5,4,2.95,2,Fast,118.1,2017-04-28,Kieran,Emilie,Trevor
9,6,3,47.85,2,Fast,118.3,2017-04-28,Mabel,Zayden,Anastasia
9,7,6,66.6,2,Fast,118.3,2017-04-28,Jadon,Chaya,Easton
9,8,9,30.6,2,Fast,118.4,2017-04-28,Elisha,Jamie,Alfredo
9,9,7,40.8,2,Fast,119.4,2017-04-28,Anthony,Bartholomew,Charity
10,1,9,2.15,20,Fast,114.2,2017-04-28,Erin,Harlan,Emmanuel
10,2,7,11.75,20,Fast,114.3,2017-04-28,Elijah,Jamie,Penelope
10,3,3,8,20,Fast,114.4,2017-04-28,Dakota,Jensen,Omar
10,4,1,10.7,20,Fast,114.4,2017-04-28,Dayanara,Chaya,Yaretzi
10,5,8,4.2,20,Fast,115,2017-04-28,Shirley,Emilie,Trevor
10,6,5,7.8,20,Fast,115.1,2017-04-28,Albert,Doris,Abby
10,7,2,25.8,20,Fast,115.3,2017-04-28,Westin,Bartholomew,Cecilia
10,8,4,30.5,20,Fast,115.3,2017-04-28,Tania,Zayden,Matteo
10,9,6,1.8,20,Fast,115.3,2017-04-28,Fernando,Maritza,Ryder
11,1,5,1.95,2,Fast,116.3,2017-04-28,Amiyah,Amira,Florence
11,2,1,2.05,2,Fast,116.4,2017-04-28,Triston,Harlan,Emmanuel
11,3,9,79.9,2,Fast,117.1,2017-04-28,Gianni,Daxton,Sarai
11,4,8,42.1,2,Fast,117.2,2017-04-28,Zachary,Axel,Rosamund
11,5,3,10.1,2,Fast,118,2017-04-28,Caspian,Bartholomew,Penelope
11,6,4,14.25,2,Fast,118.1,2017-04-28,Nicholas,Doris,Yaretzi
11,7,7,3.25,2,Fast,118.2,2017-04-28,Ari,Maritza,Winter
11,8,6,17.05,2,Fast,120.4,2017-04-28,Deborah,Emilie,Marshall
11,9,2,4.05,2,Fast,116.3,2017-04-28,Holden,Hadassah,Odin
12,1,1,5.5,2,Fast,116,2017-04-28,Wayne,Chaya,Davina
12,2,6,4.2,2,Fast,116.3,2017-04-28,Zaire,Lilian,Della
12,3,9,1.7,2,Fast,116.4,2017-04-28,Jase,Emilie,Rachel
12,4,8,22,2,Fast,117,2017-04-28,Maci,Harlan,Emmanuel
12,5,2,4.2,2,Fast,117.1,2017-04-28,Lisa,Maritza,Kinslee
12,6,5,8.05,2,Fast,118,2017-04-28,Lucia,Amira,Florence
12,7,3,16.5,2,Fast,118.3,2017-04-28,Lillianna,Abigail,Braydon
12,8,7,11.1,2,Fast,120,2017-04-28,Niko,Jamie,Nalani
12,9,4,6.25,2,Fast,121,2017-04-28,Boone,Doris,Trevor
1,1,2,0.15,8,Good,116.1,2017-05-01,Kinley,Emilie,Trevor
1,2,5,4.2,8,Good,116.4,2017-05-01,Humphrey,Maritza,Yareli
1,3,1,5.4,8,Good,117.1,2017-05-01,Tiffany,Bartholomew,Kaiser
1,4,3,9.25,8,Good,118,2017-05-01,Esmeralda,Harlan,Ian
1,5,6,11.3,8,Good,118.1,2017-05-01,Kelvin,Evan,Tatiana
1,6,4,30.65,8,Good,118.4,2017-05-01,Emmett,Lydia,Yaretzi
2,1,5,1.05,8,Good,119.2,2017-05-01,Daxton,Emilie,Rachel
2,2,7,2.85,8,Good,119.3,2017-05-01,Jazlynn,Harlan,Winter
2,3,4,1.55,8,Good,120,2017-05-01,Skylar,Maritza,Charity
2,4,1,16.1,8,Good,121.1,2017-05-01,Ariella,Destiny,Adley
2,5,2,17.25,8,Good,121.3,2017-05-01,Elliana,Bartholomew,Dallas
2,6,6,16,8,Good,122,2017-05-01,Luciana,Anya,Luciana
3,1,6,2.45,8,Good,117.4,2017-05-01,Violeta,Abigail,Florence
3,2,7,1.4,8,Good,117.4,2017-05-01,Conner,Emilie,Ryder
3,3,4,2.05,8,Good,118,2017-05-01,Saint,Finnegan,Soren
3,4,2,14.7,8,Good,118.3,2017-05-01,Madilynn,Marion,Amari
3,5,5,7.75,8,Good,119,2017-05-01,Arabella,Zayden,Carmelo
3,6,1,11.25,8,Good,119.3,2017-05-01,Samir,Hadassah,Odin
3,7,3,26.45,8,Good,120,2017-05-01,Valeria,Maverick,Kaiser
4,1,2,1.8,8,Good,70.2,2017-05-01,Adelyn,Maritza,Braydon
4,2,3,6.25,8,Good,70.3,2017-05-01,Lillian,Doris,Mae
4,3,1,28.2,8,Good,70.4,2017-05-01,Anthony,Legend,Charity
4,4,4,1.2,8,Good,70.4,2017-05-01,Major,Harlan,Lucy
4,5,5,4.2,8,Good,71,2017-05-01,Otto,Zayden,Florence
4,6,6,17,8,Good,71,2017-05-01,Musa,Emilie,Nalani
4,7,7,15.6,8,Good,71,2017-05-01,Kole,Jamie,Denise
5,1,3,1.85,8,Good,116.3,2017-05-01,Damon,Amira,Kieran
5,2,5,0.8,8,Good,117.4,2017-05-01,Hayden,Harlan,Emmanuel
5,3,4,34.9,8,Good,117.4,2017-05-01,Alexis,Bartholomew,Carlos
5,4,7,25.25,8,Good,118.1,2017-05-01,Armani,Jamie,Eduardo
5,5,1,3.5,8,Good,118.1,2017-05-01,Caleb,Emilie,Bailee
5,6,6,11.3,8,Good,118.2,2017-05-01,Mohammad,Marion,Savannah
5,7,2,15.95,8,Good,118.4,2017-05-01,Camilo,Cruz,Skye
6,1,4,0.55,8,Fast,117,2017-05-01,Christopher,Abigail,Florence
6,2,1,8.3,8,Fast,117.1,2017-05-01,Bruno,Colton,Kieran
6,3,5,6.3,8,Fast,118.1,2017-05-01,Lily,Jamie,Crystal
6,4,6,6.9,8,Fast,118.2,2017-05-01,Rodney,Maritza,Aubriella
6,5,2,23,8,Fast,119.1,2017-05-01,Collins,Emilie,Yaretzi
6,6,3,2.6,8,Fast,119.3,2017-05-01,Khaleesi,Harlan,Garrett
7,1,5,1,8,Fast,122,2017-05-01,Maddison,Doris,Tatiana
7,2,8,12.45,8,Fast,122.2,2017-05-01,Karina,Harlan,Brenda
7,3,4,2.85,8,Fast,122.4,2017-05-01,Marco,Colton,Kieran
7,4,3,8.3,8,Fast,123,2017-05-01,Haisley,Zayden,Anastasia
7,5,7,5.4,8,Fast,124,2017-05-01,Alec,Marion,Savannah
7,6,9,7.15,8,Fast,124,2017-05-01,Kaylani,Emilie,Cecilia
7,7,6,22.2,8,Fast,124.1,2017-05-01,Beatrice,Beau,Kayden
7,8,1,52.6,8,Fast,125,2017-05-01,Sutton,Lachlan,Leonard
7,9,2,20.25,8,Fast,125.3,2017-05-01,Autumn,Maverick,Nash
8,1,1,3.5,8,Fast,119.1,2017-05-01,Garrett,Marion,Omar
8,2,4,0.85,8,Fast,119.1,2017-05-01,Frank,Zayden,Kieran
8,3,3,6.7,8,Fast,120,2017-05-01,Korbyn,Harlan,Aubriella
8,4,5,15.55,8,Fast,120.3,2017-05-01,Randall,Colson,Clayton
8,5,2,13.9,8,Fast,122.4,2017-05-01,Faith,Hadassah,Odin
8,6,6,2.2,8,Fast,124,2017-05-01,Adalynn,Maritza,Ian
9,1,4,3.05,8,Fast,122.1,2017-05-01,Reece,Doris,Abby
9,2,7,1.8,8,Fast,122.1,2017-05-01,Javion,Abigail,Rosamund
9,3,2,8.9,8,Fast,122.2,2017-05-01,Jesus,Jensen,Ford
9,4,5,6.6,8,Fast,123,2017-05-01,Billy,Harlan,Anson
9,5,6,8.85,8,Fast,123.2,2017-05-01,Corbin,Marion,Kamdyn
9,6,1,8,8,Fast,123.2,2017-05-01,Yehuda,Dayton,Porter
9,7,3,2.65,8,Fast,123.2,2017-05-01,Ellison,Colton,Kieran
10,1,1,1.05,8,Fast,117.1,2017-05-01,Paula,Doris,Keenan
10,2,4,6.6,8,Fast,117.3,2017-05-01,Toby,Harlan,Averie
10,3,7,3,8,Fast,117.3,2017-05-01,Keyla,Maritza,Wesley
10,4,2,7.85,8,Fast,117.4,2017-05-01,Jaxx,Colton,Kieran
10,5,5,10.9,8,Fast,119,2017-05-01,Griffin,Abigail,Anson
10,6,3,6.6,8,Fast,119.4,2017-05-01,Bennett,Jamie,Ari
10,7,8,42.9,8,Fast,119.4,2017-05-01,Lucca,Jensen,Itzayana
1,1,3,5,1,Fast,118.4,2017-05-05,Aislinn,Jamie,Dallas
1,2,2,0.9,1,Fast,118.4,2017-05-05,Quinn,Marion,Kamdyn
1,3,1,2.55,1,Fast,118.4,2017-05-05,Bartholomew,Harlan,Rosamund
1,4,4,5.55,1,Fast,119,2017-05-05,Troy,Briella,Hadlee
1,5,5,33.05,1,Fast,119.2,2017-05-05,Eliana,Doris,Abby
2,1,6,32.3,1,Fast,116,2017-05-05,Lyla,Emilie,Carmelo
2,2,5,0.6,1,Fast,116,2017-05-05,Zaire,Harlan,Della
2,3,4,1.2,1,Fast,116.1,2017-05-05,Wayne,Chaya,Davina
2,4,3,17.25,1,Fast,116.4,2017-05-05,Lisa,Zayden,Kinslee
2,5,2,29.35,1,Fast,117,2017-05-05,Fisher,Bartholomew,Eduardo
2,6,7,9.25,1,Fast,117.2,2017-05-05,Lucia,Amira,Florence
2,7,1,26.15,1,Fast,117.3,2017-05-05,Zachary,Maritza,Rosamund
3,1,2,0.65,1,Fast,115.4,2017-05-05,Kalani,Harlan,Winter
3,2,6,1.95,1,Fast,116,2017-05-05,Kyng,Maritza,Charity
3,3,9,11.35,1,Fast,117,2017-05-05,Anderson,Maverick,Nash
3,4,1,10.1,1,Fast,117,2017-05-05,Kieran,Emilie,Trevor
3,5,4,18.45,1,Fast,118,2017-05-05,Mabel,Zayden,Anastasia
3,6,7,29.6,1,Fast,118,2017-05-05,Jadon,Chaya,Easton
3,7,8,37.7,1,Fast,122.1,2017-05-05,Alisha,Doris,Abby
4,1,3,3.2,1,Fast,118,2017-05-05,Saige,Maverick,Florence
4,2,4,6,1,Fast,118,2017-05-05,Annalee,Maritza,Dwayne
4,3,7,12.8,1,Fast,118,2017-05-05,Susanna,Jamie,Kieran
4,4,6,0.65,1,Fast,118.1,2017-05-05,Junior,Emilie,Trevor
4,5,2,25.55,1,Fast,118.1,2017-05-05,Vicente,Doris,Abby
4,6,5,4.25,1,Fast,118.1,2017-05-05,Amira,Harlan,Emmanuel
4,7,1,27.55,1,Fast,118.2,2017-05-05,Lylah,Colton,Judah
5,1,4,5.7,1,Fast,115,2017-05-05,Tania,Zayden,Matteo
5,2,2,1.8,1,Fast,115,2017-05-05,Ryland,Emilie,Harmony
5,3,1,41.95,1,Fast,115.1,2017-05-05,Jermaine,Chaya,Eduardo
5,4,5,0.65,1,Fast,116,2017-05-05,Flynn,Harlan,Winter
5,5,3,14.1,1,Fast,116.2,2017-05-05,Alivia,Abigail,Zeke
5,6,6,26.5,1,Fast,116.3,2017-05-05,Lilian,Melanie,Justin
5,7,8,37.5,1,Fast,117.1,2017-05-05,Carter,Doris,Abby
6,1,5,1.95,1,Fast,118.3,2017-05-05,Elisha,Jamie,Alfredo
6,2,3,1,1,Fast,118.3,2017-05-05,Caleb,Emilie,Bailee
6,3,4,6.15,1,Fast,118.4,2017-05-05,Whitley,Chaya,Yaretzi
6,4,2,11.25,1,Fast,119.1,2017-05-05,Melanie,Harlan,Humphrey
6,5,6,7.5,1,Fast,119.2,2017-05-05,Malaya,Kamiyah,Anson
6,6,1,5.75,1,Fast,119.4,2017-05-05,Gerald,Zayden,Jude
7,1,8,4.4,1,Fast,114.1,2017-05-05,Christina,Emilie,Trevor
7,2,2,26.6,1,Fast,114.2,2017-05-05,Shiloh,Doris,Matias
7,3,6,6.7,1,Fast,114.3,2017-05-05,Elijah,Jamie,Penelope
7,4,1,9.3,1,Fast,114.3,2017-05-05,Cecelia,Abigail,Braydon
7,5,7,1.4,1,Fast,114.3,2017-05-05,Milani,Harlan,Emmanuel
7,6,3,28.75,1,Fast,114.4,2017-05-05,Amia,Chaya,Wesson
7,7,5,1.65,1,Fast,115.1,2017-05-05,Kenna,Maritza,Winter
7,8,4,20.15,1,Fast,115.4,2017-05-05,Greta,Bartholomew,Wesley
8,1,4,1.1,1,Fast,115.3,2017-05-05,Lacey,Emilie,Winter
8,2,2,9.45,1,Fast,115.3,2017-05-05,Aspen,Zayden,Alani
8,3,3,9.4,1,Fast,115.3,2017-05-05,Harmony,Jamie,Matias
8,4,1,0.85,1,Fast,115.4,2017-05-05,Giselle,Abigail,Alissa
8,5,5,11,1,Fast,116.1,2017-05-05,Maggie,Amira,Avianna
8,6,6,28.6,1,Fast,116.1,2017-05-05,Valerie,Maritza,Garrett
9,1,6,3.45,1,Fast,118.4,2017-05-05,Spencer,Zayden,Anastasia
9,2,5,16.5,1,Fast,119.1,2017-05-05,Roy,Abigail,Braydon
9,3,3,12.2,1,Fast,119.2,2017-05-05,Amaya,Chaya,Davina
9,4,7,6.2,1,Fast,119.3,2017-05-05,Selah,Emilie,Trevor
9,5,2,5.35,1,Fast,119.4,2017-05-05,Derrick,Doris,Abby
9,6,8,0.75,1,Fast,120.2,2017-05-05,Quinton,Harlan,Emmanuel
9,7,1,65.6,1,Fast,120.2,2017-05-05,Clementine,Lydia,Reuben
9,8,9,9.65,1,Fast,120.2,2017-05-05,Sky,Legend,Charity
10,1,2,13.35,1,Fast,115.1,2017-05-05,Avianna,Jamie,Winter
10,2,4,0.7,1,Fast,115.2,2017-05-05,Zayd,Harlan,Emmanuel
10,3,5,2.6,1,Fast,115.3,2017-05-05,Cristina,Doris,Abby
10,4,1,13.1,1,Fast,115.4,2017-05-05,Arely,Chaya,Rosamund
10,5,9,26.1,1,Fast,116,2017-05-05,Blaze,Bodie,Nalani
10,6,6,21.15,1,Fast,116,2017-05-05,Enzo,Emilie,Rachel
10,7,8,44.75,1,Fast,116.2,2017-05-05,Jakob,Jensen,Omar
10,8,7,32.6,1,Fast,116.2,2017-05-05,Pamela,Zayden,Anastasia
10,9,3,4.05,1,Fast,116.4,2017-05-05,Hadley,Maritza,Charity
11,1,5,1.9,1,Fast,116.4,2017-05-05,Rhett,Maritza,Avianna
11,2,6,16.85,1,Fast,117.1,2017-05-05,Lillianna,Abigail,Braydon
11,3,1,14.7,1,Fast,117.3,2017-05-05,Lyra,Bartholomew,Brenna
11,4,2,5.55,1,Fast,118,2017-05-05,Mikaela,Jamie,Emmanuel
11,5,3,0.55,1,Fast,118.1,2017-05-05,Ari,Harlan,Winter
11,6,4,2.15,1,Fast,118.2,2017-05-05,Boone,Emilie,Trevor
